price,floors_in_the_house,floor,house_type,number_of_rooms,total_area,deadline,distance_to_nearest_metro,distance_to_center,distance_to_mkad,distance_to_green_areas,distance_to_sports_complexes,distance_to_industrial_enterprises,distance_to_treatment_facilities
7390800,33,30,монолитный ,1-комнатные ,36,4 кв. 2020 года ,2900,16381,1448,771,400,942,4631
8752260,33,7,монолитный ,1-комнатные ,44.7,1 кв. 2023 года ,300,5783,-9056,2243,963,815,8599
5648930,26,19,монолитный ,1-комнатные ,47,2 кв. 2021 года ,2300,12346,-3344,2884,1285,3225,7228
5468645,25,7,монолитный ,1-комнатные ,45.5,2 кв. 2021 года ,2300,12428,-3263,2885,1310,3209,7154
5452300,22,16,монолитный ,1-комнатные ,33.8,4 кв. 2022 года ,1200,18297,2619,2864,1373,3202,1210
9600000,10,8,монолитный ,1-комнатные ,45.8,-,4787,21227,2920,1098,2758,2275,12827
7450000,15,13,монолитный ,1-комнатные ,38,сдан ,400,18664,3385,724,1010,1539,1611
10115252,51,31,монолитный ,1-комнатные ,28.1,4 кв. 2020 года ,700,10388,-4555,1568,658,873,6752
16066987,51,31,монолитный ,1-комнатные ,48,4 кв. 2020 года ,700,10388,-4555,1568,658,873,6752
9627769,51,30,монолитный ,1-комнатные ,26.7,4 кв. 2020 года ,700,10388,-4555,1568,658,873,6752
7499000,11,9,монолитный ,1-комнатные ,45,сдан ,1900,16690,3393,1197,1000,1562,8100
5779449,25,4,монолитный ,1-комнатные ,39.7,3 кв. 2021 года ,2100,22488,6641,695,1625,3805,5272
5114993,25,1,монолитный ,1-комнатные ,32.5,3 кв. 2021 года ,2100,22488,6641,695,1625,3805,5272
6504290,25,1,монолитный ,1-комнатные ,52,3 кв. 2021 года ,2100,22488,6641,695,1625,3805,5272
6264590,25,4,монолитный ,1-комнатные ,43.6,3 кв. 2021 года ,2100,22488,6641,695,1625,3805,5272
5581159,25,25,монолитный ,1-комнатные ,31.7,3 кв. 2021 года ,2100,22488,6641,695,1625,3805,5272
6647978,25,6,монолитный ,1-комнатные ,47.4,3 кв. 2021 года ,2100,22488,6641,695,1625,3805,5272
4050000,9,5,монолитный ,1-комнатные ,35,2 кв. 2021 года ,7469,28819,12558,2246,4984,5382,11582
7200000,12,5,монолитный ,1-комнатные ,37.5,4 кв. 2020 года ,600,18529,3179,975,497,1728,1719
8300000,28,14,монолитный ,1-комнатные ,36,1 кв. 2022 года ,600,12297,-5463,872,746,1440,8428
8486212,10,4,монолитный ,1-комнатные ,47,4 кв. 2020 года ,897,14917,438,1654,847,1304,5567
5437173,8,7,монолитный ,1-комнатные ,38.6,2 кв. 2021 года ,7513,28819,12628,2050,4912,5482,11581
4318300,9,1,панельный ,1-комнатные ,21.7,4 кв. 2021 года ,1800,24627,6036,2557,2267,5951,3568
8150000,23,14,монолитный ,1-комнатные ,34,3 кв. 2021 года ,1600,11764,-4390,1655,896,1344,6179
5282767,25,14,монолитный ,1-комнатные ,43.1,2 кв. 2021 года ,2200,12263,-3428,2884,1264,3160,7305
5168170,25,25,монолитный ,1-комнатные ,43,2 кв. 2021 года ,2300,12428,-3263,2885,1310,3209,7154
5047980,25,16,монолитный ,1-комнатные ,42,2 кв. 2021 года ,2300,12428,-3263,2885,1310,3209,7154
5049884,25,8,монолитный ,1-комнатные ,41.2,2 кв. 2021 года ,2200,12263,-3428,2884,1264,3160,7305
12900000,35,35,монолитный ,1-комнатные ,43.4,2 кв. 2020 года ,500,14801,2841,1634,344,382,8034
12500000,8,4,монолитный ,1-комнатные ,43.1,сдан ,200,13852,-2451,1490,571,1092,7135
9373000,29,14,монолитный ,1-комнатные ,43.8,-,1900,12487,-2496,1050,677,1302,4305
6742380,12,3,монолитный ,1-комнатные ,20.6,4 кв. 2020 года ,300,5798,-8196,408,575,503,12166
5031500,8,7,монолитный ,1-комнатные ,36.3,2 кв. 2021 года ,7513,28819,12628,2050,4912,5482,11581
4963847,25,4,монолитный ,1-комнатные ,41.3,2 кв. 2021 года ,2300,12428,-3263,2885,1310,3209,7154
4939571,25,11,монолитный ,1-комнатные ,40.3,2 кв. 2021 года ,2200,12263,-3428,2884,1264,3160,7305
4939809,26,8,монолитный ,1-комнатные ,41.1,2 кв. 2021 года ,2300,12346,-3344,2884,1285,3225,7228
12707800,27,15,монолитный ,1-комнатные ,43.8,4 кв. 2021 года ,700,10396,-5904,672,252,731,6173
4904615,8,6,монолитный ,1-комнатные ,34.3,2 кв. 2021 года ,7513,28819,12628,2050,4912,5482,11581
4807600,25,4,монолитный ,1-комнатные ,40,2 кв. 2021 года ,2300,12428,-3263,2885,1310,3209,7154
4759524,25,13,монолитный ,1-комнатные ,39.6,2 кв. 2021 года ,2300,12428,-3263,2885,1310,3209,7154
4853772,25,13,монолитный ,1-комнатные ,39.6,2 кв. 2021 года ,2200,12263,-3428,2884,1264,3160,7305
9604000,23,8,монолитный ,1-комнатные ,39.2,4 кв. 2020 года ,400,7993,-8920,988,1063,1294,6666
27881121,28,28,монолитный ,1-комнатные ,73.7,сдан ,400,7857,-9528,1078,1021,866,7386
5350000,14,2,монолитный ,1-комнатные ,35.7,2 кв. 2020 года ,208,28439,9377,4842,2602,1826,2595
8100000,8,7,монолитный ,1-комнатные ,37,сдан ,800,7993,-6315,1390,1209,701,11455
8345000,10,4,монолитный ,1-комнатные ,44.3,4 кв. 2020 года ,908,14907,449,1644,836,1302,5563
4567220,25,5,монолитный ,1-комнатные ,38,2 кв. 2021 года ,2300,12428,-3263,2885,1310,3209,7154
4735486,26,2,монолитный ,1-комнатные ,39.4,2 кв. 2021 года ,2300,12346,-3344,2884,1285,3225,7228
4553580,9,8,монолитный ,1-комнатные ,34.8,2 кв. 2021 года ,7541,28874,12644,2196,5003,5373,11636
4567220,26,25,монолитный ,1-комнатные ,38,2 кв. 2021 года ,2300,12346,-3344,2884,1285,3225,7228
4555201,25,2,монолитный ,1-комнатные ,37.9,2 кв. 2021 года ,2300,12428,-3263,2885,1310,3209,7154
16092000,44,42,монолитный ,1-комнатные ,45,сдан ,800,4042,-11724,899,710,526,3529
4447030,26,18,монолитный ,1-комнатные ,37,2 кв. 2021 года ,2300,12346,-3344,2884,1285,3225,7228
4362897,26,14,монолитный ,1-комнатные ,36.3,2 кв. 2021 года ,2300,12346,-3344,2884,1285,3225,7228
9986400,20,3,монолитный ,1-комнатные ,38,4 кв. 2021 года ,500,6336,-9028,837,523,1239,413
6882119,16,15,монолитный ,1-комнатные ,43.1,3 кв. 2021 года ,2100,22875,4223,1757,1810,4630,3616
4338978,25,10,монолитный ,1-комнатные ,35.4,2 кв. 2021 года ,2200,12263,-3428,2884,1264,3160,7305
10233065,30,9,монолитный ,1-комнатные ,46,1 кв. 2021 года ,100,16666,694,640,472,1552,7679
7344042,30,26,монолитный ,1-комнатные ,28,1 кв. 2021 года ,100,16666,694,640,472,1552,7679
9224280,30,27,монолитный ,1-комнатные ,38,1 кв. 2021 года ,100,16612,750,581,461,1539,7683
10068250,30,22,монолитный ,1-комнатные ,39.1,1 кв. 2021 года ,100,16612,750,581,461,1539,7683
10586160,30,22,монолитный ,1-комнатные ,45.2,1 кв. 2021 года ,100,16666,694,640,472,1552,7679
9192408,30,23,монолитный ,1-комнатные ,37.9,1 кв. 2021 года ,100,16666,694,640,472,1552,7679
10988656,30,27,монолитный ,1-комнатные ,47.9,1 кв. 2021 года ,100,16666,694,640,472,1552,7679
8472603,21,1,монолитный ,1-комнатные ,46,2 кв. 2021 года ,1000,12976,-4710,632,1492,3219,10420
4254726,25,8,монолитный ,1-комнатные ,35.4,2 кв. 2021 года ,2300,12428,-3263,2885,1310,3209,7154
8335558,21,4,монолитный ,1-комнатные ,43.8,2 кв. 2021 года ,1000,12976,-4710,632,1492,3219,10420
9423058,24,15,монолитный ,1-комнатные ,42,4 кв. 2020 года ,1600,15074,2796,739,885,1204,3772
7290600,33,2,монолитный ,1-комнатные ,41.9,2 кв. 2022 года ,1600,14607,1715,429,1380,779,2269
11200000,30,22,монолитный ,1-комнатные ,35,1 кв. 2021 года ,200,6833,-10538,774,1216,593,7285
6810111,16,2,монолитный ,1-комнатные ,46,2 кв. 2021 года ,2200,22608,3959,1820,1655,4493,3740
4000000,17,16,монолитный ,1-комнатные ,39,сдан ,2100,22346,8008,2406,2880,1844,23397
22098000,32,13,монолитный ,1-комнатные ,61.5,4 кв. 2022 года ,600,6134,-8558,489,1018,1728,2210
6022860,17,15,панельный ,1-комнатные ,39.8,1 кв. 2021 года ,1000,21124,6836,2060,1825,2958,22470
8560300,21,10,монолитный ,1-комнатные ,34.9,2 кв. 2021 года ,1300,10104,-5620,980,1096,344,4342
8835517,21,7,монолитный ,1-комнатные ,36.8,2 кв. 2021 года ,1300,10104,-5620,980,1096,344,4342
8654412,21,15,монолитный ,1-комнатные ,38.3,2 кв. 2021 года ,1300,10104,-5620,980,1096,344,4342
8160745,21,15,монолитный ,1-комнатные ,33.4,2 кв. 2021 года ,1300,10104,-5620,980,1096,344,4342
11700000,12,7,монолитный ,1-комнатные ,42.8,-,500,4389,-9611,365,638,485,10794
8480000,10,4,монолитный ,1-комнатные ,47,4 кв. 2020 года ,908,14907,449,1644,836,1302,5563
11360000,10,3,монолитный ,1-комнатные ,60.4,4 кв. 2020 года ,908,14907,449,1644,836,1302,5563
13200000,29,13,монолитный ,1-комнатные ,45.3,сдан ,1000,6830,-8800,1055,542,1009,558
7163580,25,1,монолитный ,1-комнатные ,35.8,4 кв. 2020 года ,1300,18079,930,1234,583,372,11158
6484978,16,9,монолитный ,1-комнатные ,39.9,2 кв. 2021 года ,2300,22556,3908,1811,1660,4497,3782
7037144,7,6,монолитный ,1-комнатные ,43.2,3 кв. 2021 года ,2200,22715,4065,1791,1709,4543,3685
3954251,26,8,монолитный ,1-комнатные ,32.9,2 кв. 2021 года ,2300,12346,-3344,2884,1285,3225,7228
6974603,17,2,монолитный ,1-комнатные ,36.8,2 кв. 2022 года ,700,7738,-8000,274,1030,446,3306
7670239,22,16,монолитный ,1-комнатные ,40,2 кв. 2021 года ,1000,12912,-4773,668,1537,3187,10387
6200000,14,6,панельный ,1-комнатные ,43.1,3 кв. 2021 года ,1357,17912,2141,1145,1293,608,8215
5967360,25,4,панельный ,1-комнатные ,33.6,1 кв. 2022 года ,1100,12402,-5586,1403,1510,1617,8745
14677076,13,6,монолитный ,1-комнатные ,47.2,2 кв. 2020 года ,2000,11007,-4691,1038,384,631,4155
7660355,22,11,монолитный ,1-комнатные ,39.1,2 кв. 2021 года ,1000,12912,-4773,668,1537,3187,10387
10029360,22,11,панельный ,1-комнатные ,39.3,2 кв. 2021 года ,400,12679,-2639,1229,669,1127,2604
11400000,29,21,монолитный ,1-комнатные ,44.5,2 кв. 2021 года ,1800,12393,-2630,1045,601,1153,4150
34641000,77,28,монолитный ,1-комнатные ,72,4 кв. 2020 года ,400,5308,-10081,769,1040,375,1110
34675760,65,47,монолитный ,1-комнатные ,67.6,4 кв. 2020 года ,300,5269,-10093,686,1044,291,1162
8800000,27,11,монолитный ,1-комнатные ,44,1 кв. 2022 года ,600,7684,-8041,339,1119,532,3202
31372000,77,23,монолитный ,1-комнатные ,71.3,4 кв. 2020 года ,300,5269,-10093,686,1044,291,1162
38745100,77,43,монолитный ,1-комнатные ,72,4 кв. 2020 года ,300,5269,-10093,686,1044,291,1162
3705036,9,1,монолитный ,1-комнатные ,34,2 кв. 2021 года ,7469,28819,12558,2246,4984,5382,11582
8900000,29,9,монолитный ,1-комнатные ,30.5,1 кв. 2021 года ,200,6833,-10538,774,1216,593,7285
13382363,7,6,монолитный ,1-комнатные ,84.9,сдан ,800,10998,-5292,213,1011,722,4803
3699125,26,11,монолитный ,1-комнатные ,29.3,2 кв. 2021 года ,2300,12346,-3344,2884,1285,3225,7228
8499048,14,1,монолитный ,1-комнатные ,37.7,4 кв. 2021 года ,1100,5610,-11117,1123,694,349,7336
12000000,11,9,монолитный ,1-комнатные ,37.7,1 кв. 2021 года ,500,5225,-11151,790,247,1296,4578
4991000,24,4,монолитный ,1-комнатные ,21.7,2 кв. 2022 года ,800,7601,-6960,2665,823,300,10203
6837000,13,3,монолитный ,1-комнатные ,25.8,3 кв. 2022 года ,700,13952,-2196,1932,996,1624,6798
4461580,33,2,монолитный ,1-комнатные ,19.9,2 кв. 2022 года ,1600,14607,1715,429,1380,779,2269
10118520,33,28,монолитный ,1-комнатные ,48.6,3 кв. 2021 года ,300,5847,-8926,2420,1065,636,8775
10513080,33,25,монолитный ,1-комнатные ,47.7,3 кв. 2021 года ,400,5816,-8907,2502,1077,555,8888
8300000,29,17,монолитный ,1-комнатные ,44.7,2 кв. 2022 года ,1500,11009,-3673,2274,1158,1306,6244
7123307,16,2,монолитный ,1-комнатные ,40.6,1 кв. 2022 года ,1900,22072,3475,776,1650,4821,4738
6000000,28,14,монолитный ,1-комнатные ,31.6,2 кв. 2022 года ,800,11285,-8463,1895,873,586,2780
7250000,11,4,монолитный ,1-комнатные ,39.9,сдан ,1900,13136,-1011,600,1176,2085,16545
8100000,8,6,монолитный ,1-комнатные ,46,3 кв. 2020 года ,900,21414,1991,891,1162,2456,5256
4800000,25,5,монолитный ,1-комнатные ,42,4 кв. 2021 года ,1300,15758,2191,554,513,972,2158
9000000,20,17,монолитный ,1-комнатные ,35.9,2 кв. 2021 года ,600,6336,-9049,858,487,1248,333
6390000,15,2,монолитный ,1-комнатные ,55.5,4 кв. 2020 года ,600,23867,5436,1892,1134,5066,4984
7748144,21,3,монолитный ,1-комнатные ,40.1,2 кв. 2021 года ,1000,12976,-4710,632,1492,3219,10420
5764500,14,3,панельный ,1-комнатные ,18.9,2 кв. 2021 года ,600,15659,595,1372,1367,1580,1636
7163264,11,5,монолитный ,1-комнатные ,37.5,2 кв. 2021 года ,1000,12912,-4773,668,1537,3187,10387
30649376,11,2,монолитный ,1-комнатные ,60.4,4 кв. 2021 года ,300,10796,-4215,1400,301,904,6353
12700400,18,12,монолитный ,1-комнатные ,49.4,сдан ,500,14978,2359,1179,1130,1597,4924
5494568,14,12,монолитный ,1-комнатные ,36,3 кв. 2021 года ,2200,22099,3467,1142,1988,5141,4493
10502707,24,18,монолитный ,1-комнатные ,37.6,-,100,7030,-10268,556,250,1649,5562
7010104,6,2,монолитный ,1-комнатные ,46,3 кв. 2021 года ,2200,22715,4065,1791,1709,4543,3685
6320588,16,9,монолитный ,1-комнатные ,38.8,1 кв. 2021 года ,2000,22245,3629,1003,1804,5098,4467
7327274,16,14,монолитный ,1-комнатные ,49,1 кв. 2021 года ,2000,22245,3629,1003,1804,5098,4467
5520000,26,16,монолитный ,1-комнатные ,25.1,-,400,12283,-5411,1039,816,1236,4028
6428625,16,8,монолитный ,1-комнатные ,40.1,1 кв. 2021 года ,2000,22245,3629,1003,1804,5098,4467
7434008,14,8,монолитный ,1-комнатные ,44.3,1 кв. 2021 года ,2100,22082,3470,977,1835,4994,4604
11349000,12,4,монолитный ,1-комнатные ,35.8,3 кв. 2020 года ,100,4694,-12925,930,610,467,5328
8343920,23,5,монолитный ,1-комнатные ,45.2,4 кв. 2020 года ,1100,13695,-3299,1436,338,1346,850
6408967,16,2,монолитный ,1-комнатные ,42.5,2 кв. 2021 года ,2200,22683,4036,1892,1595,4431,3650
8255482,16,3,монолитный ,1-комнатные ,43.2,4 кв. 2020 года ,2000,22943,4292,1887,1700,4512,3496
8493720,23,19,монолитный ,1-комнатные ,44.4,4 кв. 2020 года ,1100,13695,-3299,1436,338,1346,850
5225220,23,21,панельный ,1-комнатные ,19.8,4 кв. 2021 года ,600,13184,-4355,843,1451,999,4410
5986890,9,1,панельный ,1-комнатные ,35.7,4 кв. 2021 года ,1800,24627,6036,2557,2267,5951,3568
4567680,17,10,панельный ,1-комнатные ,23.4,2 кв. 2021 года ,1700,24401,5808,2341,2097,5867,3609
6208000,25,23,монолитный ,1-комнатные ,20,сдан ,1100,18004,976,1633,390,485,10887
8801940,16,10,монолитный ,1-комнатные ,39.9,сдан ,1100,18004,976,1633,390,485,10887
6708510,25,13,панельный ,1-комнатные ,39.3,3 кв. 2021 года ,1200,12314,-5709,1555,1648,1465,8581
6841250,25,13,панельный ,1-комнатные ,42.1,3 кв. 2021 года ,1200,12314,-5709,1555,1648,1465,8581
8686440,16,8,монолитный ,1-комнатные ,37.8,сдан ,1100,18004,976,1633,390,485,10887
7024320,16,13,монолитный ,1-комнатные ,27.1,сдан ,1100,18004,976,1633,390,485,10887
8367340,17,8,монолитный ,1-комнатные ,43.9,1 кв. 2022 года ,1200,10485,-3817,1537,1347,665,13258
12205410,20,8,монолитный ,1-комнатные ,39.9,4 кв. 2021 года ,500,6336,-9028,837,523,1239,413
5932057,16,4,монолитный ,1-комнатные ,39.4,2 кв. 2021 года ,2200,22602,3944,1912,1560,4398,3696
5500000,26,5,монолитный ,1-комнатные ,25,-,400,12250,-5453,1068,807,1269,4012
7720574,39,24,монолитный ,1-комнатные ,38.5,сдан ,1000,10803,-4775,1636,1204,683,11369
31148040,65,47,монолитный ,1-комнатные ,67.5,сдан ,500,5214,-10193,777,921,401,1197
6941000,21,20,монолитный ,1-комнатные ,43.1,4 кв. 2022 года ,1000,14358,1131,1276,1065,1933,3133
5943084,14,4,монолитный ,1-комнатные ,20.4,4 кв. 2021 года ,1000,5550,-11202,1040,727,257,7244
7385168,16,2,монолитный ,1-комнатные ,46,2 кв. 2021 года ,2200,22618,3971,1856,1620,4457,3714
6997337,16,2,монолитный ,1-комнатные ,46,2 кв. 2021 года ,2300,22556,3908,1811,1660,4497,3782
6850106,16,11,монолитный ,1-комнатные ,44.3,2 кв. 2021 года ,2300,22556,3908,1811,1660,4497,3782
12000000,12,2,монолитный ,1-комнатные ,51,сдан ,700,5212,-11542,851,612,718,5185
11400004,20,2,монолитный ,1-комнатные ,45.4,сдан ,2100,10960,-4734,1161,374,665,4012
8630620,20,11,монолитный ,1-комнатные ,40.3,3 кв. 2022 года ,900,14506,1778,1468,628,1047,7444
5682540,16,2,монолитный ,1-комнатные ,42,2 кв. 2021 года ,2200,22602,3944,1912,1560,4398,3696
6228575,16,2,монолитный ,1-комнатные ,40.5,2 кв. 2021 года ,2300,22556,3908,1811,1660,4497,3782
6790856,10,6,монолитный ,1-комнатные ,43.9,3 кв. 2021 года ,2100,22816,4164,1757,1782,4608,3647
6831884,19,3,монолитный ,1-комнатные ,36.3,2 кв. 2021 года ,1000,12976,-4710,632,1492,3219,10420
7207654,21,2,монолитный ,1-комнатные ,39.1,2 кв. 2021 года ,1000,12976,-4710,632,1492,3219,10420
7132923,21,5,монолитный ,1-комнатные ,37.4,2 кв. 2021 года ,1000,12976,-4710,632,1492,3219,10420
6925500,30,22,монолитный ,1-комнатные ,28.5,3 кв. 2021 года ,1400,10165,-4292,2279,1131,461,12465
19416061,39,5,монолитный ,1-комнатные ,81.3,1 кв. 2021 года ,1100,11170,-3592,1884,810,1175,6041
7132923,21,4,монолитный ,1-комнатные ,37.4,2 кв. 2021 года ,1000,12976,-4710,632,1492,3219,10420
7500000,33,10,монолитный ,1-комнатные ,42,сдан ,800,22190,3068,1467,710,2158,3911
15140887,13,12,монолитный ,1-комнатные ,53.9,2 кв. 2020 года ,2000,11007,-4691,1038,384,631,4155
19815318,39,15,монолитный ,1-комнатные ,84.1,1 кв. 2021 года ,1100,11170,-3592,1884,810,1175,6041
5644800,17,10,панельный ,1-комнатные ,33.6,2 кв. 2022 года ,1800,24685,6096,2606,2288,6019,3605
7294400,28,22,монолитный ,1-комнатные ,37.6,3 кв. 2022 года ,200,10763,-5833,458,683,116,6791
7200000,23,5,монолитный ,1-комнатные ,42,сдан ,2000,23040,3522,1521,1730,1133,4538
8487110,16,1,монолитный ,1-комнатные ,36.1,сдан ,1100,18004,976,1633,390,485,10887
6829680,17,12,панельный ,1-комнатные ,42.9,2 кв. 2021 года ,1700,24355,5761,2311,2099,5794,3566
4500000,17,1,панельный ,1-комнатные ,35,сдан ,2741,25244,5657,894,834,1483,4575
5335863,23,2,монолитный ,1-комнатные ,32.3,1 кв. 2022 года ,1000,20520,6305,2361,1470,3565,22106
4835911,22,21,монолитный ,1-комнатные ,23,1 кв. 2022 года ,1000,20432,6216,2346,1393,3624,22021
5288724,23,2,монолитный ,1-комнатные ,31.5,1 кв. 2022 года ,1000,20520,6305,2361,1470,3565,22106
6245433,22,14,монолитный ,1-комнатные ,34.2,1 кв. 2022 года ,1000,20432,6216,2346,1393,3624,22021
5293490,23,19,монолитный ,1-комнатные ,26.9,1 кв. 2022 года ,1000,20520,6305,2361,1470,3565,22106
6323232,23,2,монолитный ,1-комнатные ,37.7,1 кв. 2022 года ,1000,20520,6305,2361,1470,3565,22106
5292634,23,19,монолитный ,1-комнатные ,28.8,1 кв. 2022 года ,1000,20520,6305,2361,1470,3565,22106
6454690,22,20,монолитный ,1-комнатные ,37.8,1 кв. 2022 года ,1000,20432,6216,2346,1393,3624,22021
7627577,23,22,монолитный ,1-комнатные ,42.9,1 кв. 2022 года ,1000,20520,6305,2361,1470,3565,22106
6581593,22,7,монолитный ,1-комнатные ,38.2,4 кв. 2020 года ,700,20297,6044,2128,1149,3548,21801
4867268,14,12,монолитный ,1-комнатные ,35.6,3 кв. 2021 года ,274,28547,9490,4949,2695,1714,2694
10476000,35,25,монолитный ,1-комнатные ,44.3,1 кв. 2022 года ,900,6588,-9691,1621,1032,445,8037
7300000,34,4,монолитный ,1-комнатные ,38.2,-,1000,10793,-4800,1594,1213,663,11408
4305780,15,4,монолитный ,1-комнатные ,34.2,2 кв. 2022 года ,1700,23769,8582,710,1337,3327,6630
3100000,18,12,монолитный ,1-комнатные ,30.6,сдан ,8924,35054,16688,4153,2019,2109,27166
5560800,15,3,панельный ,1-комнатные ,33.6,3 кв. 2021 года ,1357,17912,2141,1145,1293,608,8215
14281900,25,8,монолитный ,1-комнатные ,50.2,4 кв. 2021 года ,900,10938,-3863,1830,654,1444,6245
12885990,25,8,монолитный ,1-комнатные ,44.4,4 кв. 2021 года ,900,10938,-3863,1830,654,1444,6245
6725000,12,11,монолитный ,1-комнатные ,26.9,2 кв. 2020 года ,800,7687,-6860,2579,728,300,10303
6942600,9,9,монолитный ,1-комнатные ,40.6,сдан ,800,22093,6790,672,2082,1902,4971
7204000,9,9,монолитный ,1-комнатные ,43.4,сдан ,800,22093,6790,672,2082,1902,4971
12300000,19,2,монолитный ,1-комнатные ,51,сдан ,500,4356,-9641,315,667,505,10762
14700000,51,18,монолитный ,1-комнатные ,51.1,4 кв. 2020 года ,700,10446,-4469,1654,679,938,6702
9300000,22,4,панельный ,1-комнатные ,38,сдан ,700,8477,-7247,956,1243,715,3668
8300000,24,16,монолитный ,1-комнатные ,36,-,1400,15179,1300,809,1429,1462,5069
2324100,17,7,монолитный ,1-комнатные ,37,2 кв. 2022 года ,1100,22557,7566,882,1145,3085,5531
6590000,23,3,монолитный ,1-комнатные ,39.1,-,300,12497,-4490,1443,2316,3487,10609
4920000,25,3,монолитный ,1-комнатные ,31.5,3 кв. 2021 года ,1694,16946,1851,2157,1858,924,5351
4250000,7,2,панельный ,1-комнатные ,38,2 кв. 2020 года ,11843,35982,21071,4836,6408,4803,19035
6000000,23,4,монолитный ,1-комнатные ,38,-,800,20436,6193,2198,1307,3589,21960
5928000,28,21,монолитный ,1-комнатные ,24.7,3 кв. 2022 года ,200,10763,-5833,458,683,116,6791
3603600,25,9,панельный ,1-комнатные ,19.8,3 кв. 2021 года ,1357,17912,2141,1145,1293,608,8215
5300000,17,12,монолитный ,1-комнатные ,32,сдан ,1300,20617,3281,2128,2337,974,4970
3643690,15,6,монолитный ,1-комнатные ,19.9,2 кв. 2022 года ,1700,23769,8582,710,1337,3327,6630
8290000,38,24,монолитный ,1-комнатные ,38,сдан ,800,5987,-10952,1155,1001,31,7240
4811400,23,6,монолитный ,1-комнатные ,19.8,4 кв. 2021 года ,700,13048,-4482,899,1438,935,4462
5300000,15,2,монолитный ,1-комнатные ,38,1 кв. 2022 года ,1700,21907,3331,363,1317,4337,5177
8530600,29,10,монолитный ,1-комнатные ,34,1 кв. 2021 года ,500,13348,-4577,1469,912,1115,8628
8780000,29,2,монолитный ,1-комнатные ,41,1 кв. 2021 года ,500,13348,-4577,1469,912,1115,8628
24500000,20,5,монолитный ,1-комнатные ,47,сдан ,900,4589,-11152,138,519,338,2109
9600000,39,24,монолитный ,1-комнатные ,40.4,1 кв. 2021 года ,1200,11047,-3702,1960,837,1287,6168
6300000,25,24,панельный ,1-комнатные ,37.9,3 кв. 2021 года ,1400,19379,1360,698,2444,1099,12517
14565000,17,3,монолитный ,1-комнатные ,55,сдан ,1700,11942,-4226,677,1373,1455,5136
11600000,20,4,монолитный ,1-комнатные ,45.4,2 кв. 2020 года ,2100,10967,-4729,1093,398,629,4083
5581125,18,7,монолитный ,1-комнатные ,22.6,4 кв. 2021 года ,1400,11425,-4963,538,823,1815,3366
6224936,31,7,монолитный ,1-комнатные ,40.3,1 кв. 2021 года ,2700,13046,-5638,998,1321,1453,7117
3580000,18,11,монолитный ,1-комнатные ,24.7,4 кв. 2020 года ,1000,10953,-5419,526,908,1703,3795
5245842,25,1,монолитный ,1-комнатные ,40.8,1 кв. 2022 года ,2200,22547,6719,774,1512,3741,5342
12254827,20,2,монолитный ,1-комнатные ,47,2 кв. 2020 года ,2000,10944,-4755,1014,448,570,4153
9819780,36,34,монолитный ,1-комнатные ,36.6,3 кв. 2021 года ,1100,7663,-8141,2006,1843,1113,1887
9605510,28,26,монолитный ,1-комнатные ,37.1,4 кв. 2021 года ,1100,5084,-8902,196,688,279,11494
5083760,16,2,монолитный ,1-комнатные ,21.8,4 кв. 2020 года ,1300,18079,930,1234,583,372,11158
4304883,9,1,монолитный ,1-комнатные ,47.3,сдан ,6933,37341,21991,6354,3146,5135,20201
6989900,39,23,монолитный ,1-комнатные ,38.5,1 кв. 2021 года ,1100,10911,-4639,1763,1263,675,11227
5558461,25,1,монолитный ,1-комнатные ,47.6,1 кв. 2022 года ,2200,22547,6719,774,1512,3741,5342
3943176,9,1,монолитный ,1-комнатные ,42.7,сдан ,6999,37141,21795,6151,3129,5117,20001
4343130,9,1,монолитный ,1-комнатные ,45.1,сдан ,6933,37341,21991,6354,3146,5135,20201
4091229,9,1,монолитный ,1-комнатные ,45.1,сдан ,6999,37141,21795,6151,3129,5117,20001
11650000,26,4,монолитный ,1-комнатные ,46.1,4 кв. 2020 года ,100,10497,-5772,276,907,1524,4678
7100000,32,12,монолитный ,1-комнатные ,38.3,сдан ,2400,13019,-5528,1133,1291,1809,7367
21594288,22,22,монолитный ,1-комнатные ,58.1,сдан ,500,7886,-9490,1132,1006,833,7390
6000000,20,16,монолитный ,1-комнатные ,25,2 кв. 2020 года ,1400,18468,2846,2590,1115,2844,1521
7691200,17,9,монолитный ,1-комнатные ,41.8,3 кв. 2022 года ,1700,8333,-6994,307,600,409,10183
7538773,39,36,монолитный ,1-комнатные ,38.6,1 кв. 2021 года ,1100,10911,-4639,1763,1263,675,11227
7852896,33,4,монолитный ,1-комнатные ,48.8,1 кв. 2021 года ,1100,10898,-4692,1654,1294,660,11327
8441194,39,30,монолитный ,1-комнатные ,40.8,1 кв. 2021 года ,1100,10911,-4639,1763,1263,675,11227
8498550,33,27,монолитный ,1-комнатные ,36.9,1 кв. 2021 года ,1100,10898,-4692,1654,1294,660,11327
10053450,33,26,монолитный ,1-комнатные ,49.5,3 кв. 2021 года ,400,5816,-8907,2502,1077,555,8888
13000000,15,13,монолитный ,1-комнатные ,48,сдан ,2200,9094,-8383,1251,1104,1904,6775
7490000,25,11,панельный ,1-комнатные ,36,3 кв. 2020 года ,1200,18032,949,1462,477,380,11011
16821600,15,12,монолитный ,1-комнатные ,52,сдан ,700,7535,-8772,810,534,1312,4654
