price,floors_in_the_house,floor,house_type,number_of_rooms,total_area,deadline,distance_to_nearest_metro,distance_to_center,distance_to_mkad,distance_to_green_areas,distance_to_sports_complexes,distance_to_industrial_enterprises,distance_to_treatment_facilities
14536000,25,9,панельный ,3-комнатные ,79,сдан ,800,7883,-6587,1076,502,379,14044
14282000,25,7,панельный ,3-комнатные ,77.2,сдан ,900,7900,-6626,1214,490,288,14028
14146000,51,2,монолитный ,3-комнатные ,70.7,-,500,5774,-9627,1111,1015,737,659
13220824,33,6,монолитный ,3-комнатные ,77.4,4 кв. 2021 года ,2900,16336,1467,712,410,993,4662
11749000,26,6,монолитный ,3-комнатные ,70,-,400,12283,-5411,1039,816,1236,4028
50818365,11,2,монолитный ,3-комнатные ,98,3 кв. 2021 года ,500,3988,-10829,380,870,967,4617
34505744,28,3,монолитный ,3-комнатные ,127.1,сдан ,400,7871,-9521,1065,999,856,7355
111208831,13,5,монолитный ,3-комнатные ,155.8,сдан ,1000,3492,-11147,494,307,879,4019
99278974,13,2,монолитный ,3-комнатные ,167.9,сдан ,1000,3492,-11147,494,307,879,4019
44276400,63,50,монолитный ,3-комнатные ,100.4,4 кв. 2020 года ,300,5269,-10093,686,1044,291,1162
34505644,28,3,монолитный ,3-комнатные ,127.1,сдан ,500,7871,-9505,1123,1021,848,7404
14172160,25,14,панельный ,3-комнатные ,69.2,3 кв. 2020 года ,500,15729,677,1287,1321,1618,1550
9990000,16,13,монолитный ,3-комнатные ,73.4,1 кв. 2021 года ,600,20728,4512,2450,3890,2683,3598
19604167,22,2,монолитный ,3-комнатные ,113,3 кв. 2020 года ,500,14001,2248,1637,822,1340,7054
68835727,18,9,монолитный ,3-комнатные ,140.5,2 кв. 2021 года ,1000,3313,-12539,611,919,477,4224
7955190,8,7,монолитный ,3-комнатные ,70.7,2 кв. 2021 года ,7600,28819,12628,2050,4912,5482,11581
10674972,14,10,монолитный ,3-комнатные ,77,2 кв. 2021 года ,3957,32068,14450,668,1133,354,11505
13512960,33,6,монолитный ,3-комнатные ,82.8,2 кв. 2022 года ,1600,14607,1715,429,1380,779,2269
16472475,14,12,монолитный ,3-комнатные ,80.6,4 кв. 2021 года ,1000,5567,-11164,1077,688,311,7298
15204800,30,27,монолитный ,3-комнатные ,68.8,3 кв. 2021 года ,1300,10168,-4291,2366,1023,406,12376
9722922,16,2,монолитный ,3-комнатные ,92,1 кв. 2022 года ,1900,22072,3475,776,1650,4821,4738
9806627,16,6,монолитный ,3-комнатные ,87.1,1 кв. 2022 года ,1900,22072,3475,776,1650,4821,4738
8948373,16,8,монолитный ,3-комнатные ,75.6,2 кв. 2021 года ,2200,22683,4036,1892,1595,4431,3650
7848799,14,2,монолитный ,3-комнатные ,70.4,3 кв. 2021 года ,2200,22099,3467,1142,1988,5141,4493
9783107,14,11,монолитный ,3-комнатные ,71.2,1 кв. 2021 года ,2100,22082,3470,977,1835,4994,4604
11807643,16,3,монолитный ,3-комнатные ,79.9,4 кв. 2020 года ,2000,22943,4292,1887,1700,4512,3496
29000000,34,4,монолитный ,3-комнатные ,130,-,800,6899,-9605,458,865,1275,3380
269474000,6,2,кирпичный ,3-комнатные ,180.9,2 кв. 2020 года ,500,1284,-14327,490,1816,379,6195
223200000,6,3,кирпичный ,3-комнатные ,139.5,2 кв. 2020 года ,500,1284,-14327,490,1816,379,6195
270250000,6,3,кирпичный ,3-комнатные ,162.5,2 кв. 2020 года ,500,1284,-14327,490,1816,379,6195
311077000,6,4,кирпичный ,3-комнатные ,179.8,2 кв. 2020 года ,500,1284,-14327,490,1816,379,6195
16555000,24,10,монолитный ,3-комнатные ,87.5,3 кв. 2022 года ,700,13952,-2196,1932,996,1624,6798
251598000,6,4,кирпичный ,3-комнатные ,138.2,2 кв. 2020 года ,500,1284,-14327,490,1816,379,6195
5600000,4,1,монолитный ,3-комнатные ,64,2 кв. 2021 года ,7600,28819,12558,2246,4984,5382,11582
12277500,15,1,монолитный ,3-комнатные ,102.8,4 кв. 2022 года ,1200,18297,2619,2864,1373,3202,1210
28541998,29,2,монолитный ,3-комнатные ,106.8,4 кв. 2021 года ,1300,4321,-11219,667,289,638,7167
10099667,16,2,монолитный ,3-комнатные ,94.9,3 кв. 2021 года ,2100,22875,4223,1757,1810,4630,3616
11412063,16,2,монолитный ,3-комнатные ,103,2 кв. 2021 года ,2200,22618,3971,1856,1620,4457,3714
11216091,9,3,монолитный ,3-комнатные ,84.2,3 кв. 2020 года ,900,21022,3711,2535,2491,1302,5190
11068826,9,2,монолитный ,3-комнатные ,85.7,3 кв. 2020 года ,900,21022,3711,2535,2491,1302,5190
10435299,16,2,монолитный ,3-комнатные ,99.5,3 кв. 2021 года ,2100,22875,4223,1757,1810,4630,3616
9677055,16,2,монолитный ,3-комнатные ,88.6,1 кв. 2021 года ,2000,22322,3709,998,1768,5127,4419
10712558,6,2,монолитный ,3-комнатные ,86.3,3 кв. 2021 года ,2100,22788,4136,1772,1755,4583,3653
12486932,16,2,монолитный ,3-комнатные ,89.9,1 кв. 2022 года ,1900,22072,3475,776,1650,4821,4738
11656215,16,13,монолитный ,3-комнатные ,81.9,4 кв. 2020 года ,2000,22852,4205,1935,1602,4426,3517
13472530,8,3,монолитный ,3-комнатные ,98.9,4 кв. 2020 года ,2000,22888,4238,1888,1671,4490,3525
16809100,30,25,монолитный ,3-комнатные ,77,3 кв. 2021 года ,200,17477,1067,973,928,1639,11283
12173044,16,3,монолитный ,3-комнатные ,91.1,4 кв. 2020 года ,2000,22852,4205,1935,1602,4426,3517
16000000,24,5,монолитный ,3-комнатные ,95,сдан ,1400,15216,1248,866,1398,1518,5033
25000000,29,17,монолитный ,3-комнатные ,89.3,сдан ,1000,6830,-8800,1055,542,1009,558
33400000,36,36,монолитный ,3-комнатные ,104,сдан ,900,6655,-9052,1571,1030,577,872
19644237,19,10,монолитный ,3-комнатные ,96.9,сдан ,1500,10241,-4011,1433,1081,584,13236
17886468,19,3,монолитный ,3-комнатные ,97.1,сдан ,1500,10241,-4011,1433,1081,584,13236
29835963,28,15,монолитный ,3-комнатные ,120,сдан ,400,7871,-9521,1065,999,856,7355
18700000,23,15,монолитный ,3-комнатные ,75,-,1200,4965,-9027,129,909,385,11372
25853100,24,10,монолитный ,3-комнатные ,94.7,4 кв. 2020 года ,400,6398,-9318,1252,922,1029,2679
28633900,24,14,монолитный ,3-комнатные ,101.9,4 кв. 2020 года ,400,6398,-9318,1252,922,1029,2679
25191157,17,9,монолитный ,3-комнатные ,89.5,4 кв. 2021 года ,1200,4347,-11146,681,309,670,7224
15185100,31,2,монолитный ,3-комнатные ,73.5,3 кв. 2022 года ,1100,8509,-6754,391,446,521,11021
28871100,10,2,монолитный ,3-комнатные ,99.9,сдан ,600,8151,-8791,1264,547,1309,5810
15900000,21,5,монолитный ,3-комнатные ,99.8,-,1000,12389,-6622,1237,321,408,2597
25391700,21,13,монолитный ,3-комнатные ,95.1,4 кв. 2020 года ,400,6398,-9318,1252,922,1029,2679
17582899,19,3,монолитный ,3-комнатные ,85.4,сдан ,400,18798,687,1360,949,1295,7497
90714112,13,2,монолитный ,3-комнатные ,138.1,сдан ,1000,3492,-11147,494,307,879,4019
13028956,31,24,монолитный ,3-комнатные ,85.4,сдан ,1100,21930,2826,1274,930,2403,4132
25713240,9,4,монолитный ,3-комнатные ,90.3,сдан ,600,6472,-9491,1568,1671,492,8748
34338510,25,10,монолитный ,3-комнатные ,140.1,4 кв. 2021 года ,900,10938,-3863,1830,654,1444,6245
24194700,21,10,монолитный ,3-комнатные ,92.7,4 кв. 2020 года ,400,6398,-9318,1252,922,1029,2679
48813120,63,42,монолитный ,3-комнатные ,120,4 кв. 2020 года ,300,5269,-10093,686,1044,291,1162
9489750,17,9,панельный ,3-комнатные ,85,сдан ,1100,21278,6951,1808,1909,2850,22464
7640100,26,22,монолитный ,3-комнатные ,65.3,2 кв. 2021 года ,2400,12522,-3168,2890,1345,3161,7067
30649239,20,13,монолитный ,3-комнатные ,122.5,сдан ,2200,10990,-4703,1204,334,712,3982
34410000,24,20,монолитный ,3-комнатные ,93,2 кв. 2020 года ,300,6463,-9240,1239,992,878,2554
38196500,24,21,монолитный ,3-комнатные ,96.7,2 кв. 2020 года ,300,6463,-9240,1239,992,878,2554
16370000,29,14,монолитный ,3-комнатные ,84,1 кв. 2021 года ,500,13334,-4576,1477,926,1081,8588
21056712,19,5,монолитный ,3-комнатные ,75.7,3 кв. 2021 года ,1200,7711,-8080,2090,1809,1188,1872
22277760,25,10,монолитный ,3-комнатные ,84.9,4 кв. 2021 года ,900,10938,-3863,1830,654,1444,6245
25955400,25,10,монолитный ,3-комнатные ,95.6,4 кв. 2021 года ,900,10938,-3863,1830,654,1444,6245
8433600,26,7,монолитный ,3-комнатные ,75.3,2 кв. 2021 года ,2400,12522,-3168,2890,1345,3161,7067
23253692,16,15,монолитный ,3-комнатные ,113.3,сдан ,800,10883,-5408,291,999,805,4828
15497300,17,7,монолитный ,3-комнатные ,84.5,3 кв. 2022 года ,1700,8328,-7006,274,606,441,10149
29725500,10,5,монолитный ,3-комнатные ,78.1,сдан ,400,4349,-10540,1257,506,144,10154
12160919,20,3,монолитный ,3-комнатные ,62.4,2 кв. 2022 года ,700,7738,-7999,274,1030,447,3306
8692780,23,23,монолитный ,3-комнатные ,69.1,1 кв. 2022 года ,1000,20520,6305,2361,1470,3565,22106
22000000,31,6,монолитный ,3-комнатные ,93.3,2 кв. 2020 года ,400,14617,3023,1654,155,344,8017
22814238,20,12,монолитный ,3-комнатные ,115.6,сдан ,800,10931,-5359,322,1118,645,4914
24924900,25,2,монолитный ,3-комнатные ,100.1,4 кв. 2021 года ,900,10938,-3863,1830,654,1444,6245
27519840,25,10,монолитный ,3-комнатные ,104.4,4 кв. 2021 года ,900,10938,-3863,1830,654,1444,6245
32573710,10,5,монолитный ,3-комнатные ,98.4,сдан ,600,8147,-8783,1244,527,1299,5791
19818141,58,32,монолитный ,3-комнатные ,97.2,сдан ,800,9614,-6739,618,661,1490,6290
9390740,15,8,панельный ,3-комнатные ,76.1,3 кв. 2021 года ,3500,17912,2141,1145,1293,608,8215
13865000,29,13,монолитный ,3-комнатные ,77.5,сдан ,800,7985,-6314,1362,1243,668,11479
14640000,9,2,монолитный ,3-комнатные ,88.4,сдан ,800,7985,-6314,1362,1243,668,11479
17191000,9,3,монолитный ,3-комнатные ,112.3,сдан ,800,7985,-6314,1362,1243,668,11479
17310000,8,2,монолитный ,3-комнатные ,104,сдан ,800,7985,-6314,1362,1243,668,11479
17705000,9,7,монолитный ,3-комнатные ,94.1,сдан ,800,7985,-6314,1362,1243,668,11479
16060000,9,9,монолитный ,3-комнатные ,91.7,сдан ,800,7993,-6315,1390,1209,701,11455
13515000,9,9,монолитный ,3-комнатные ,83.2,сдан ,800,7985,-6314,1362,1243,668,11479
16207000,25,3,монолитный ,3-комнатные ,85.3,сдан ,400,18568,1023,619,673,246,8339
15071371,24,2,монолитный ,3-комнатные ,65.3,3 кв. 2022 года ,900,6074,-12234,546,444,1024,4086
17670480,25,21,монолитный ,3-комнатные ,103.7,сдан ,400,18521,1065,676,734,169,8325
14395000,17,3,монолитный ,3-комнатные ,86.5,сдан ,800,7985,-6314,1362,1243,668,11479
15150000,6,4,монолитный ,3-комнатные ,84.5,сдан ,800,7985,-6314,1362,1243,668,11479
13557600,21,2,монолитный ,3-комнатные ,72,4 кв. 2022 года ,800,10826,-4007,1790,579,1370,6342
15573540,21,21,монолитный ,3-комнатные ,71.9,4 кв. 2022 года ,800,10826,-4007,1790,579,1370,6342
14108000,37,25,кирпичный ,3-комнатные ,79,-,1600,11728,-3913,1919,1903,161,11100
16388000,23,19,монолитный ,3-комнатные ,86.2,сдан ,300,5964,-11219,731,161,1020,5401
121472846,13,4,монолитный ,3-комнатные ,145.4,сдан ,1000,3492,-11147,494,307,879,4019
12690000,31,30,монолитный ,3-комнатные ,85,сдан ,1200,21856,2751,1207,1004,2456,4206
13587310,31,27,монолитный ,3-комнатные ,91,сдан ,1100,21899,2795,1247,960,2426,4162
24500000,15,3,монолитный ,3-комнатные ,92.9,1 кв. 2022 года ,800,8548,-6069,361,449,1884,4282
12813849,31,4,монолитный ,3-комнатные ,94.3,1 кв. 2021 года ,2700,13046,-5638,998,1321,1453,7117
9790773,14,14,монолитный ,3-комнатные ,74.6,сдан ,1800,22901,4181,1870,1294,4116,3321
11808519,31,26,монолитный ,3-комнатные ,92.9,1 кв. 2021 года ,2700,13046,-5638,998,1321,1453,7117
13749311,24,21,монолитный ,3-комнатные ,79,сдан ,2600,12922,-5682,1161,1184,1638,7179
13782600,9,2,монолитный ,3-комнатные ,80.6,4 кв. 2020 года ,400,10848,-4318,1195,482,1175,2965
13822700,9,6,монолитный ,3-комнатные ,79.9,4 кв. 2020 года ,400,10848,-4318,1195,482,1175,2965
18250800,15,14,монолитный ,3-комнатные ,90.8,4 кв. 2020 года ,400,10848,-4318,1195,482,1175,2965
177450000,4,3,кирпичный ,3-комнатные ,169,2 кв. 2020 года ,700,1368,-12625,335,825,1475,7771
11902400,9,4,монолитный ,3-комнатные ,68.8,4 кв. 2020 года ,400,10848,-4318,1195,482,1175,2965
8859200,25,18,монолитный ,3-комнатные ,79.1,2 кв. 2021 года ,2200,12263,-3428,2884,1264,3160,7305
34902440,7,6,кирпичный ,3-комнатные ,97.6,-,900,3614,-12177,735,659,334,3862
29233750,19,10,монолитный ,3-комнатные ,90,2 кв. 2022 года ,400,2696,-12457,997,782,932,8213
19591296,27,2,монолитный ,3-комнатные ,78.2,4 кв. 2021 года ,1200,4347,-11146,681,309,670,7224
22853844,18,5,кирпичный ,3-комнатные ,103.9,4 кв. 2020 года ,1700,5716,-8574,444,472,279,11952
64358000,96,77,монолитный ,3-комнатные ,119,-,300,5104,-10084,394,1067,4,1394
12487495,20,7,монолитный ,3-комнатные ,63.7,2 кв. 2022 года ,700,7738,-7999,274,1030,447,3306
28467900,6,5,монолитный ,3-комнатные ,96,4 кв. 2020 года ,400,6837,-8342,677,981,1813,1222
29401200,19,10,монолитный ,3-комнатные ,81.7,2 кв. 2022 года ,400,2696,-12457,997,782,932,8213
14950000,23,5,монолитный ,3-комнатные ,85,2 кв. 2021 года ,400,10873,-8765,1868,1055,608,2303
34314000,9,5,монолитный ,3-комнатные ,120.4,3 кв. 2020 года ,700,10029,-7233,71,794,716,7060
120888231,13,3,монолитный ,3-комнатные ,144.7,сдан ,1000,3492,-11147,494,307,879,4019
28008792,17,9,монолитный ,3-комнатные ,98.1,4 кв. 2021 года ,1200,4347,-11146,681,309,670,7224
38867125,29,5,монолитный ,3-комнатные ,100.3,4 кв. 2021 года ,1200,4347,-11146,681,309,670,7224
26320000,19,8,монолитный ,3-комнатные ,82.3,2 кв. 2022 года ,400,2696,-12457,997,782,932,8213
16554000,29,15,монолитный ,3-комнатные ,93,4 кв. 2020 года ,400,10848,-4318,1195,482,1175,2965
11368986,23,3,монолитный ,3-комнатные ,85,-,400,18602,3336,642,1042,1606,1533
13639500,30,29,монолитный ,3-комнатные ,63,3 кв. 2021 года ,1400,10165,-4292,2279,1131,461,12465
15347000,13,8,монолитный ,3-комнатные ,74.5,3 кв. 2021 года ,1400,10165,-4292,2279,1131,461,12465
137726800,5,2,монолитный ,3-комнатные ,179.8,2 кв. 2020 года ,500,1882,-13407,681,1235,521,7193
26286118,20,18,монолитный ,3-комнатные ,104.7,сдан ,2200,10990,-4703,1204,334,712,3982
23471420,19,18,монолитный ,3-комнатные ,71.8,3 кв. 2021 года ,1200,7711,-8080,2090,1809,1188,1872
62500000,64,55,монолитный ,3-комнатные ,112.7,-,400,5204,-10151,656,983,269,1223
14712600,10,8,монолитный ,3-комнатные ,67.8,3 кв. 2021 года ,1400,10165,-4292,2279,1131,461,12465
27097700,19,6,монолитный ,3-комнатные ,87.5,1 кв. 2021 года ,500,5225,-11151,790,247,1296,4578
16471752,29,2,монолитный ,3-комнатные ,93.9,2 кв. 2022 года ,1900,12523,-2465,1018,713,1310,4318
11450000,19,3,монолитный ,3-комнатные ,57.3,2 кв. 2020 года ,300,18763,590,1449,1026,1424,7474
14090200,21,12,монолитный ,3-комнатные ,72,4 кв. 2020 года ,800,7913,-7848,1588,2188,1253,2401
27469640,16,2,монолитный ,3-комнатные ,95.1,4 кв. 2021 года ,1300,4346,-11273,609,238,665,7071
